sample_id,expected_tag,question,expected_answer,available_questions_for_tag,sample_index_within_tag,questions_sampled_for_tag
79,card_reissue_fees_followup_b,এনআইডি ফি পেমেন্টের কনফার্মেশন নম্বর বা রসিদ কোথায় যাচাই করা যায়?,নির্ধারিত ফি জমা দেওয়ার পরে রশিদ বা ট্রানজেকশন যাচাই করার প্রয়োজন পড়বে না। ফি পরিশোধ করলে তা স্বয়ংক্রিয়ভাবে একাউন্টে যোগ হয়ে যাবে।,20,1,1
80,card_reissue_fees_followup_d,"জাতীয় পরিচয়পত্রের সেবা চার্জ কি ইন্টারনেটের মাধ্যমে দেওয়া যাবে, নাকি অফিসে গিয়ে দিতে হবে?",অনলাইন থেকে সংশোধিত কার্ড ডাউনলোড করে নিতে পারবেন।,20,1,1
81,cell_phone_number_correct_or_add_document_new_followup_a,মোবাইল বা ফোন নম্বর ঠিক করতে কাগজপত্রের কোন ফরম্যাট লাগে—অরিজিনাল না ফটোকপি?,সকল কাগজপত্রের সত্যায়িত ফটোকপি দিতে হবে,19,1,1
82,cell_phone_number_correct_or_add_document_new_followup_b,ফোন নম্বর সংযোজন বা হালনাগাদের জন্য দরকারি ডকুমেন্টসের কোনোটি না থাকলে কী বিকল্প দেখাতে হবে?,এ সম্পর্কে বিস্তারিত জানতে নির্বাচন কমিশনের হেল্পলাইন ১০৫ নম্বরে কল করুন।,20,1,1
83,cell_phone_number_correct_or_add_document_new_followup_c,"মোবাইল নম্বর আপডেটের জন্য কি ই-সেবায় আবেদন করা যায়, নাকি সরাসরি অফিসে উপস্থিত হতে হবে?",মোবাইল নম্বর সংশোধনের আবেদন অনলাইনে করা যায়,20,1,1
84,cell_phone_number_correct_or_add_document_new_followup_d,মোবাইল নম্বর পরিবর্তিত হওয়ার পরে ওটিপি কোন নম্বরে যাবে?,আপনার এনআইডি ডাটাবেজ এ মোবাইল নাম্বার পরিবর্তনের সাথে ওটিপি অথবা ভেরিফিকেশন এর নম্বরের কোন সম্পৃক্ততা নেই,20,1,1
85,correction_application_rejected_need_new_fee_followup_a,আবেদন প্রত্যাখ্যাত হলে আবার আবেদন করতে হলে কি ফি নতুন করে দিতে হবে?,আবেদন বাতিল হলে পুনরায় আবেদন করতে নির্ধারিত ফিস জমা দিতে হবে।,16,1,1
86,correction_application_rejected_need_new_fee_followup_b,আবেদন নাকচের নির্দিষ্ট কারণের নোটিশ কিভাবে পাব?,আবেদন বাতিল হওয়ার সুনির্দিষ্ট কারণ জানতে সংশোধনের দায়িত্বপ্রাপ্ত অফিসারের সাথে যোগাযোগ করুন অথবা 105 এ কল করে জানতে পারেন।,20,1,1
87,correction_application_rejected_need_new_fee_followup_d,পুনরায় আবেদন করেছি—এর স্ট্যাটাস কীভাবে দেখব?,পুনরায় আবেদনের স্ট্যাটাস জানতে 105 কল করুন,20,1,1
88,correction_applied_but_no_category,"সংশোধন আবেদন ঝুলে আছে, ক্যাটাগরি ছাড়া কি করবো?","দয়া করে অপেক্ষা করুন, ক্যাটাগরি প্রদানের কাজটি একটি চলমান প্রক্রিয়া, আবেদনের ভিত্তিতে পর্যায়ক্রমে ক্যাটাগরি প্রদান করা হচ্ছে। প্রয়োজনে সংশ্লিষ্ট আঞ্চলিক নির্বাচন অফিসে যোগাযোগ করুন।",169,1,1
89,correction_applied_but_no_category_followup_a,"এনআইডি সংশোধনের জন্য যে অফিসে যেতে হয়, তার ঠিকানা ও অফিস সময়সূচি কী?",আপনি যে এলাকার ভোটার সেই এলাকার আঞ্চলিক নির্বাচন অফিসে যেতে হবে। অফিসের ঠিকানা জানতে অনুগ্রহ পূর্বক গুগল ম্যাপের সহযোগিতা নিবেন। সকাল ৯.০০ ঘটিকা থেকে বিকাল ৫.০০ ঘটিকা পর্যন্ত সাধারনত অফিস খোলা থাকে (সরকারী ছুটি ব্যতীত)।,20,1,1
